asset_id	title_zh_cn	title_en	summary_zh_cn	summary_en	type	status	start_date	end_date	gsd_min_m	gsd_max_m	cadence	provider	bands	categories	keywords	bbox	license	source_url
LANDSAT/LE07/C02/T1_TOA	USGS Landsat 7 Collection 2 Tier 1 TOA 反射率	USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance	Landsat 7 集合 2 第 1 层级校准的对流层顶 (TOA) 反射率。校准系数会从图片元数据中提取。如需详细了解 TOA 计算，请参阅 Chander 等人 (2009) 的论文。请注意，自 2017 年以来，Landsat 7 的轨道一直在向更早的获取时间漂移。	Landsat 7 Collection 2 Tier 1 calibrated top-of-atmosphere (TOA) reflectance. Calibration coefficients are extracted from the image metadata. See Chander et al. (2009) for details on the TOA computation. Note that Landsat 7's orbit has been drifting to an earlier acquisition time since 2017.	image_collection	ready	1999-05-28	2024-01-19	15.0	60.0	16 day revisit_interval	USGS/Google	B1, B2, B3, B4, B5, B6_VCID_1, B6_VCID_2, B7, B8, QA_PIXEL, QA_RADSAT, SAA, SZA, VAA, VZA	satellite-imagery	c2, global, landsat, satellite-imagery, toa, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_TOA
LANDSAT/LE07/C02/T2	USGS Landsat 7 Collection 2 Tier 2 原始场景	USGS Landsat 7 Collection 2 Tier 2 Raw Scenes	Landsat 7 集合 2 第 2 层级数字值，表示经过缩放和校准的传感器端辐射度。在处理过程中，如果场景不符合第 1 层级的条件，则会被分配到第 2 层级。这包括系统地形 (L1GT) 和系统 (L1GS) 处理的场景，以及不符合第 1 层级规范的任何 L1TP 场景…	Landsat 7 Collection 2 Tier 2 DN values, representing scaled, calibrated at-sensor radiance. Scenes not meeting Tier 1 criteria during processing are assigned to Tier 2. This includes Systematic terrain (L1GT) and Systematic (L1GS) processed scenes, as well as any L1TP scenes that do not …	image_collection	ready	1999-05-28	2024-01-19	15.0	60.0	16 day revisit_interval	USGS	B1, B2, B3, B4, B5, B6_VCID_1, B6_VCID_2, B7, B8, QA_PIXEL, QA_RADSAT, SAA, SZA, VAA, VZA	satellite-imagery	c2, etm, global, l7, landsat, le7, radiance, satellite-imagery, t2, tier2, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2
LANDSAT/LE07/C02/T2_L2	USGS Landsat 7 Level 2，Collection 2，Tier 2	USGS Landsat 7 Level 2, Collection 2, Tier 2	此数据集包含从 Landsat 7 ETM+ 传感器生成的数据派生出的经过大气校正的地表反射率和地表温度。这些图像包含 4 个可见光和近红外 (VNIR) 波段、2 个短波红外 (SWIR) 波段（已处理为正射校正的表面反射率）和 1 个热红外 (TIR) 波段（已处理为…	This dataset contains atmospherically corrected surface reflectance and land surface temperature derived from the data produced by the Landsat 7 ETM+ sensor. These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave infrared (SWIR) bands processed to orthorectified surface reflectance, and one thermal …	image_collection	ready	1999-05-28	2024-01-19	30.0	30.0	16 day revisit_interval	USGS	SR_B1, SR_B2, SR_B3, SR_B4, SR_B5, SR_B7, SR_ATMOS_OPACITY, SR_CLOUD_QA, ST_B6, ST_ATRAN, ST_CDIST, ST_DRAD, ST_EMIS, ST_EMSD, ST_QA, ST_TRAD, ST_URAD, QA_PIXEL, QA_RADSAT	satellite-imagery	cfmask, cloud, etm, fmask, global, landsat, lasrc, le07, lst, reflectance, satellite-imagery, sr, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2_L2
LANDSAT/LE07/C02/T2_TOA	USGS Landsat 7 Collection 2 Tier 2 TOA 反射率	USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance	Landsat 7 集合 2 第 2 级校准的顶层大气 (TOA) 反射率。校准系数会从图片元数据中提取。如需详细了解 TOA 计算，请参阅 Chander 等人 (2009) 的论文。请注意，自 2017 年以来，Landsat 7 的轨道一直在向更早的获取时间漂移。	Landsat 7 Collection 2 Tier 2 calibrated top-of-atmosphere (TOA) reflectance. Calibration coefficients are extracted from the image metadata. See Chander et al. (2009) for details on the TOA computation. Note that Landsat 7's orbit has been drifting to an earlier acquisition time since 2017.	image_collection	ready	2003-12-01	2024-01-19	15.0	60.0	16 day revisit_interval	USGS/Google	B1, B2, B3, B4, B5, B6_VCID_1, B6_VCID_2, B7, B8, QA_PIXEL, QA_RADSAT, SAA, SZA, VAA, VZA	satellite-imagery	c2, global, landsat, satellite-imagery, toa, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2_TOA
LANDSAT/LM01/C02/T1	USGS Landsat 1 MSS Collection 2 Tier 1 原始场景	USGS Landsat 1 MSS Collection 2 Tier 1 Raw Scenes	Landsat 1 MSS 集合 2 第 1 层级 DN 值，表示经过放大和校准的传感器端辐射度。数据质量最高的 Landsat 场景会被划分到第 1 层级，并且被视为适合进行时间序列处理分析。第 1 层级包括经过处理的 1 级精确地形 (L1TP) 数据，这些数据具有良好的辐射特性，并且…	Landsat 1 MSS Collection 2 Tier 1 DN values, representing scaled, calibrated at-sensor radiance. Landsat scenes with the highest available data quality are placed into Tier 1 and are considered suitable for time-series processing analysis. Tier 1 includes Level-1 Precision Terrain (L1TP) processed data that …	image_collection	ready	1972-07-26	1978-01-06	30.0	60.0	16 day revisit_interval	USGS	B4, B5, B6, B7, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l1, landsat, lm1, mss, radiance, satellite-imagery, t1, tier1, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM01_C02_T1
LANDSAT/LM01/C02/T2	USGS Landsat 1 MSS Collection 2 Tier 2 原始场景	USGS Landsat 1 MSS Collection 2 Tier 2 Raw Scenes	Landsat 1 MSS 集合 2 第 2 层级数字值，表示经过放大和校准的传感器端辐射度。在处理过程中，如果场景不符合第 1 层级的条件，则会被分配到第 2 层级。这包括系统地形 (L1GT) 和系统 (L1GS) 处理的场景，以及不符合第 1 层级质量要求的任何 L1TP 场景。	Landsat 1 MSS Collection 2 Tier 2 DN values, representing scaled, calibrated at-sensor radiance. Scenes not meeting Tier 1 criteria during processing are assigned to Tier 2. This includes Systematic terrain (L1GT) and Systematic (L1GS) processed scenes, as well as any L1TP scenes that do …	image_collection	ready	1972-07-25	1978-01-07	30.0	60.0	16 day revisit_interval	USGS	B4, B5, B6, B7, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l1, landsat, lm1, mss, radiance, satellite-imagery, t2, tier2, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM01_C02_T2
LANDSAT/LM02/C02/T1	USGS Landsat 2 MSS Collection 2 Tier 1 原始场景	USGS Landsat 2 MSS Collection 2 Tier 1 Raw Scenes	Landsat 2 MSS 集合 2 第 1 层级 DN 值，表示经过放大和校准的传感器端辐射度。数据质量最高的 Landsat 场景会被划分到第 1 层级，并且被视为适合进行时间序列处理分析。第 1 层级包括经过处理的 1 级精确地形 (L1TP) 数据，这些数据具有良好的辐射特性，并且…	Landsat 2 MSS Collection 2 Tier 1 DN values, representing scaled, calibrated at-sensor radiance. Landsat scenes with the highest available data quality are placed into Tier 1 and are considered suitable for time-series processing analysis. Tier 1 includes Level-1 Precision Terrain (L1TP) processed data that …	image_collection	ready	1975-01-31	1982-02-03	30.0	60.0	16 day revisit_interval	USGS	B4, B5, B6, B7, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l2, landsat, lm2, mss, radiance, satellite-imagery, t1, tier1, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C02_T1
LANDSAT/LM02/C02/T2	USGS Landsat 2 MSS Collection 2 Tier 2 原始场景	USGS Landsat 2 MSS Collection 2 Tier 2 Raw Scenes	Landsat 2 MSS 集合 2 第 2 层级数字值，表示经过放大和校准的传感器辐射度。在处理过程中，如果场景不符合第 1 层级的条件，则会被分配到第 2 层级。这包括系统地形 (L1GT) 和系统 (L1GS) 处理的场景，以及不符合第 1 层级质量要求的任何 L1TP 场景。	Landsat 2 MSS Collection 2 Tier 2 DN values, representing scaled, calibrated at-sensor radiance. Scenes not meeting Tier 1 criteria during processing are assigned to Tier 2. This includes Systematic terrain (L1GT) and Systematic (L1GS) processed scenes, as well as any L1TP scenes that do …	image_collection	ready	1975-01-24	1982-03-12	30.0	60.0	16 day revisit_interval	USGS	B4, B5, B6, B7, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l2, landsat, lm2, mss, radiance, satellite-imagery, t2, tier2, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C02_T2
LANDSAT/LM03/C02/T1	USGS Landsat 3 MSS Collection 2 Tier 1 原始场景	USGS Landsat 3 MSS Collection 2 Tier 1 Raw Scenes	Landsat 3 MSS 集合 2 第 1 层级 DN 值，表示经过放大和校准的传感器端辐射度。数据质量最高的 Landsat 场景会被划分到第 1 层级，并且被视为适合进行时间序列处理分析。第 1 层级包括经过处理的 1 级精确地形 (L1TP) 数据，这些数据具有良好的辐射特性，并且…	Landsat 3 MSS Collection 2 Tier 1 DN values, representing scaled, calibrated at-sensor radiance. Landsat scenes with the highest available data quality are placed into Tier 1 and are considered suitable for time-series processing analysis. Tier 1 includes Level-1 Precision Terrain (L1TP) processed data that …	image_collection	ready	1978-06-03	1983-02-23	30.0	60.0	16 day revisit_interval	USGS	B4, B5, B6, B7, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l3, landsat, lm3, mss, radiance, satellite-imagery, t1, tier1, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM03_C02_T1
LANDSAT/LM03/C02/T2	USGS Landsat 3 MSS Collection 2 Tier 2 原始场景	USGS Landsat 3 MSS Collection 2 Tier 2 Raw Scenes	Landsat 3 MSS 集合 2 第 2 层级 DN 值，表示经过放大和校准的传感器端辐射度。在处理过程中，如果场景不符合第 1 层级的条件，则会被分配到第 2 层级。这包括系统地形 (L1GT) 和系统 (L1GS) 处理的场景，以及不符合第 1 层级质量要求的任何 L1TP 场景。	Landsat 3 MSS Collection 2 Tier 2 DN values, representing scaled, calibrated at-sensor radiance. Scenes not meeting Tier 1 criteria during processing are assigned to Tier 2. This includes Systematic terrain (L1GT) and Systematic (L1GS) processed scenes, as well as any L1TP scenes that do …	image_collection	ready	1978-03-07	1983-03-31	30.0	60.0	16 day revisit_interval	USGS	B4, B5, B6, B7, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l3, landsat, lm3, mss, radiance, satellite-imagery, t2, tier2, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM03_C02_T2
LANDSAT/LM04/C02/T1	USGS Landsat 4 MSS Collection 2 Tier 1 原始场景	USGS Landsat 4 MSS Collection 2 Tier 1 Raw Scenes	Landsat 4 MSS 集合 2 第 1 层级 DN 值，表示经过放大和校准的传感器辐射度。数据质量最高的 Landsat 场景会被划分到第 1 层级，并且被视为适合进行时间序列处理分析。第 1 层级包括经过处理的 1 级精确地形 (L1TP) 数据，这些数据具有良好的辐射特性，并且…	Landsat 4 MSS Collection 2 Tier 1 DN values, representing scaled, calibrated at-sensor radiance. Landsat scenes with the highest available data quality are placed into Tier 1 and are considered suitable for time-series processing analysis. Tier 1 includes Level-1 Precision Terrain (L1TP) processed data that …	image_collection	ready	1982-08-14	1992-08-28	30.0	60.0	16 day revisit_interval	USGS	B1, B2, B3, B4, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l4, landsat, lm4, mss, radiance, satellite-imagery, t1, tier1, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C02_T1
LANDSAT/LM04/C02/T2	USGS Landsat 4 MSS Collection 2 Tier 2 原始场景	USGS Landsat 4 MSS Collection 2 Tier 2 Raw Scenes	Landsat 4 MSS 集合 2 第 2 层级 DN 值，表示经过放大和校准的传感器辐射度。在处理过程中，如果场景不符合第 1 层级的条件，则会被分配到第 2 层级。这包括系统地形 (L1GT) 和系统 (L1GS) 处理的场景，以及不符合第 1 层级质量要求的任何 L1TP 场景。	Landsat 4 MSS Collection 2 Tier 2 DN values, representing scaled, calibrated at-sensor radiance. Scenes not meeting Tier 1 criteria during processing are assigned to Tier 2. This includes Systematic terrain (L1GT) and Systematic (L1GS) processed scenes, as well as any L1TP scenes that do …	image_collection	ready	1982-08-06	1992-10-15	30.0	60.0	16 day revisit_interval	USGS	B1, B2, B3, B4, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l4, landsat, lm4, mss, radiance, satellite-imagery, t2, tier2, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C02_T2
LANDSAT/LM05/C02/T1	USGS Landsat 5 MSS Collection 2 Tier 1 原始场景	USGS Landsat 5 MSS Collection 2 Tier 1 Raw Scenes	Landsat 5 MSS 集合 2 第 1 层级 DN 值，表示经过放大和校准的传感器端辐射度。数据质量最高的 Landsat 场景会被划分到第 1 层级，并且被视为适合进行时间序列处理分析。第 1 层级包括经过处理的 1 级精确地形 (L1TP) 数据，这些数据具有良好的辐射特性，并且…	Landsat 5 MSS Collection 2 Tier 1 DN values, representing scaled, calibrated at-sensor radiance. Landsat scenes with the highest available data quality are placed into Tier 1 and are considered suitable for time-series processing analysis. Tier 1 includes Level-1 Precision Terrain (L1TP) processed data that …	image_collection	ready	1984-04-07	2013-01-01	30.0	60.0	16 day revisit_interval	USGS	B1, B2, B3, B4, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l5, landsat, lm5, mss, radiance, satellite-imagery, t1, tier1, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C02_T1
LANDSAT/LM05/C02/T2	USGS Landsat 5 MSS Collection 2 Tier 2 原始场景	USGS Landsat 5 MSS Collection 2 Tier 2 Raw Scenes	Landsat 5 MSS 集合 2 第 2 层级数字值，表示经过放大和校准的传感器端辐射度。在处理过程中，如果场景不符合第 1 层级的条件，则会被分配到第 2 层级。这包括系统地形 (L1GT) 和系统 (L1GS) 处理的场景，以及不符合第 1 层级质量要求的任何 L1TP 场景。	Landsat 5 MSS Collection 2 Tier 2 DN values, representing scaled, calibrated at-sensor radiance. Scenes not meeting Tier 1 criteria during processing are assigned to Tier 2. This includes Systematic terrain (L1GT) and Systematic (L1GS) processed scenes, as well as any L1TP scenes that do …	image_collection	ready	1984-04-07	2013-01-01	30.0	60.0	16 day revisit_interval	USGS	B1, B2, B3, B4, QA_PIXEL, QA_RADSAT	satellite-imagery	c2, global, l5, landsat, lm5, mss, radiance, satellite-imagery, t2, tier2, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C02_T2
LANDSAT/LT04/C02/T1	USGS Landsat 4 TM Collection 2 Tier 1 原始场景	USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes	Landsat 4 TM 集合 2 第 1 层级 DN 值，表示经过放大和校准的传感器端辐射度。数据质量最高的 Landsat 场景会被划分到第 1 层级，并且被视为适合进行时间序列处理分析。第 1 层级包括经过处理的 1 级精确地形 (L1TP) 数据，这些数据具有良好的辐射特性，并且…	Landsat 4 TM Collection 2 Tier 1 DN values, representing scaled, calibrated at-sensor radiance. Landsat scenes with the highest available data quality are placed into Tier 1 and are considered suitable for time-series processing analysis. Tier 1 includes Level-1 Precision Terrain (L1TP) processed data that …	image_collection	ready	1982-08-22	1993-12-14	30.0	30.0	16 day revisit_interval	USGS	B1, B2, B3, B4, B5, B6, B7, QA_PIXEL, QA_RADSAT, SAA, SZA, VAA, VZA	satellite-imagery	c2, global, l4, landsat, lt4, radiance, satellite-imagery, t1, tier1, tm, usgs	-180.0, -90.0, 180.0, 90.0	PDDL-1.0	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1
LANDSAT/LT04/C02/T1_L2	USGS Landsat 4 Level 2，Collection 2，Tier 1	USGS Landsat 4 Level 2, Collection 2, Tier 1	此数据集包含从 Landsat TM 传感器生成的数据派生出的经过大气校正的地表反射率和地表温度。这些图像包含 4 个可见光和近红外 (VNIR) 波段、2 个短波红外 (SWIR) 波段（已处理为正射校正的表面反射率）和 1 个热红外 (TIR) 波段（已处理为正射校正的表面温度）。	This dataset contains atmospherically corrected surface reflectance and land surface temperature derived from the data produced by the Landsat TM sensor. These images contain 4 visible and near-infrared (VNIR) bands and 2 short-wave infrared (SWIR) bands processed to orthorectified surface reflectance, and one thermal infrared …	image_collection	ready	1982-08-22	1993-06-24	30.0	30.0	16 day revisit_interval	USGS	SR_B1, SR_B2, SR_B3, SR_B4, SR_B5, SR_B7, SR_ATMOS_OPACITY, SR_CLOUD_QA, ST_B6, ST_ATRAN, ST_CDIST, ST_DRAD, ST_EMIS, ST_EMSD, ST_QA, ST_TRAD, ST_URAD, QA_PIXEL, QA_RADSAT	satellite-imagery	cfmask, cloud, fmask, global, landsat, lasrc, lst, lt04, reflectance, satellite-imagery, sr, tm, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1_L2
