"# export_metadata: {""exported_at"": ""2026-08-23T03:30:25Z"", ""skill"": ""iran-chem-database@2.13.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""scope"": ""BEST-EFFORT dated index of organic molecules offered by verified IRANIAN suppliers (public Telegram channels + public supplier web catalogs), crawled 2026-08-23 from a foreign datacenter. NOT a claim of national completeness; coverage per source is in coverage_report.json."", ""rows"": 334, ""organic_rows"": 210, ""unknown_organic_rows"": 124, ""unique_molecules"": 334, ""ai_assisted_identities"": 194, ""channel_verification"": {""merckmillipore"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""labshop"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""minatajhiz"": {""verified"": true, ""country"": ""IR"", ""score"": 65, ""families"": [""domain"", ""language"", ""location""], ""level"": ""offline""}, ""ChemIranSanat"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""Maran_Tejarat_Eshen"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""jahaneshimicom"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""Ch_Chemical_leaders"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""Boof_company"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""fanchem"": {""verified"": true, ""country"": ""IR"", ""score"": 85, ""families"": [""domain"", ""language"", ""phone""], ""level"": ""offline""}, ""IranChemicals"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""chemgroup"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""LabTel"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}}, ""notes"": ""identity_method: alias=curated dictionary, cas_only(+pubchem), structured_alias/structured_pubchem=skill shape extractor, ai_resolved+=cloud model (router.py) + PubChem check. organic_status=unknown rows are unresolved records, kept per skill mandate, never silently discarded.""}"
molecule,cas,pubchem_cid,inchi_key,formula,molecular_weight,canonical_smiles,common_name,iupac_name,organic_status,identity_method,kind,grade,brand,sku,purity_percent,pack_size,availability,price,n_suppliers,suppliers,n_source_records,source_urls,date_range,text_evidence
sodium stearate,822-16-2,2724691,RYYKJJJTJZKILX-UHFFFAOYSA-M,C18H35NaO2,,,sodium stearate,,organic,alias+pubchem,substance,industrial,,,,,,,1,telegram:fanchem,4,https://t.me/fanchem/278 | https://t.me/fanchem/280 | https://t.me/fanchem/401,2023-06-28T07:30:33+00:00<->2023-07-01T04:23:11+00:00,⚜️ استئارات سدیم 🏭 فن آوران شیمی ☎️ تلفن : 02166565700 🔶 فروش: داخلی های 1 الی 4 🌐 اطلاعات بیشتر: http://fanchem.ir/products/sodium-stearate-ksn1016 🔛 Join 👉 @Fanchem
stearic acid,57-11-4,5281,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C18H36O2,,,stearic acid,,organic,alias+pubchem,substance,industrial,,,,,in_stock,,3,telegram:jahaneshimicom; telegram:Ch_Chemical_leaders; telegram:fanchem,23,https://t.me/Ch_Chemical_leaders/65 | https://t.me/Ch_Chemical_leaders/93 | https://t.me/Ch_Chemical_leaders/161,2018-05-15T06:59:38+00:00<->2023-08-09T12:25:16+00:00,موجودی انبار شرکت امین شیمی حامی ایرانیان 🛢️ بوتیل گلایکول برند داو عربستان 🛢️ نرمال بوتانول برند سابیک عربستان 🛢️ اسید استئاریک مالزی پرک گرید ۱۸۱۰ ✅ امکان بازدید بار در محل انبار این شرکت برای مشتریان گرامی فراهم می باشد. 💵 بدون واسطه خرید کنید ☎️ تلفن تماس: ۰۲۱۲۶۲۹۲۰۰۵-۶ 📱 همراه: ۰۹۱۲۸۵۸۸۸۴۹ 🏢 آد
styrene,100-42-5,7501,PPBRXRYQALVLMV-UHFFFAOYSA-N,C8H8,,,styrene,,organic,alias+pubchem,substance,industrial,Alfa Aesar,L03609,,value=190.0 unit=کیلوگرم normalised_value=190000.0 normalised_unit=g raw=190 کیل,in_stock,,5,telegram:minatajhiz; telegram:Ch_Chemical_leaders; telegram:Boof_company; telegram:chemgroup; Karina Polymer,9,https://t.me/Ch_Chemical_leaders/155 | https://t.me/Ch_Chemical_leaders/159 | https://t.me/Boof_company/65,2016-09-08T07:39:27+00:00<->2017-05-11T11:30:37+00:00,"alpha-Methylstyrene, 99% L03609 #Alfa_Aesar این کالا به دلیل اینکه شرایط نگهداری در جای خنک دارد کمپانی آلفا ایسر داخل قوطی های فلزی کالا را قرار داده که رطوبت را جذب نکند به همین دلیل ما مشخصات دقیق رو برای شما عزیزان روی بسته قرار دادیم که بتوانید دقیق بررسی بفرمایید چون اصل کالا داخل این بسته است"
terephthalaldehyde,,12173,KUCOHFSKRZZVRO-UHFFFAOYSA-N,C8H6O2,,,terephthalaldehyde,,organic,structured_pubchem,substance,research,Merck,808617,,,in_stock,,1,telegram:ChemIranSanat,1,,,808617 | Merck Terephthaldialdehyde موجود و آماده تحویل این محصول خرده فروشی نیز دارد. 09386489001 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
terephthalic acid,100-21-0,7489,KKEYFWRCBNTPAC-UHFFFAOYSA-N,C8H6O4,,,terephthalic acid,,organic,alias+pubchem,substance,research,Sigma-Aldrich,,,value=25.0 unit=گرمی normalised_value=25.0 normalised_unit=g raw=25گرمی,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,10,https://t.me/ChemIranSanat/507 | https://t.me/ChemIranSanat/1381 | https://t.me/ChemIranSanat/1393,2017-08-03T07:56:24+00:00<->2018-04-12T15:38:40+00:00,2-آمینو ترفتالیک اسید واردات جدید محصول کمپانی اکروس 25گرمی
tetraethoxysilane,78-10-4,6517,BOTDANWDWHJENH-UHFFFAOYSA-N,C8H20O4Si,,,tetraethoxysilane,,organic,cas_anchor+pubchem,substance,research,Merck,,,,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/682,2020-01-27T06:42:23+00:00,Tetraethyl orthosilicate Furmola:C8H20O4Si Molar mass:208.33 Cas number:78-10-4 Merck @minatajhiz
tetraethylene pentamine,112-57-2,8197,FAGUFWYHJQFNRV-UHFFFAOYSA-N,C8H23N5,,,Tetraethylenepentamine,,organic,alias+pubchem,substance,research,Merck,814713,,,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/392,2017-07-11T09:09:03+00:00,تترا اتیلن پنتامین مرک کد 814713 - جهت کسب اطلاعات بیشتر با همکاران ما در بخش فروش تماس حاصل نمایید
tetrahydrofuran,109-99-9,8028,WYURNTSHIVDZCO-UHFFFAOYSA-N,C4H8O,,,tetrahydrofuran,,organic,alias+pubchem,substance,research,Zarrin,,,value=180.0 unit=کیلو normalised_value=180000.0 normalised_unit=g raw=180 کیلو,,,4,telegram:jahaneshimicom; telegram:Boof_company; telegram:fanchem; telegram:LabTel,3,https://t.me/Boof_company/49 | https://t.me/fanchem/428 | https://t.me/LabTel/75209,2025-11-26T07:34:17+00:00<->2025-11-29T06:49:55+00:00,سلام تترا هیدروفوران Thf قیمت لطف کنید 09011651039
tetrakis(hydroxymethyl)phosphanium chloride,,31298,AKXUUJCMWZFYMV-UHFFFAOYSA-M,C4H12ClO4P,,,Tetrakis(hydroxymethyl)phosphonium chloride,,organic,structured_pubchem,substance,research,Sigma-Aldrich,404861,,value=100.0 unit=ml normalised_value=100.0 normalised_unit=ml raw=100ML,in_stock,,1,telegram:ChemIranSanat,1,,,404861 Aldrich Tetrakis(hydroxymethyl)phosphonium chloride solution 80% in H2O 100ML لات نامبر مخدوش شده است. موجود و آماده تحویل 09386489001 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
tetrakis(propan-2-olate);titanium(4+),,11026,VXUYXOFXAQZZMF-UHFFFAOYSA-N,C12H28O4Ti,,,Titanium isopropoxide,,organic,structured_pubchem,substance,research,Merck,821895,,value=250.0 unit=ml normalised_value=250.0 normalised_unit=ml raw=250ml,in_stock,,1,telegram:ChemIranSanat,1,,,"Tetraisopropyl orthotitanate 821895 Merck, 250ml موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ درخواست قیمت یا سفارش کالا 👇 ADMIN 🆔 @ChemIranAdmin 🆔 @ChemIran1"
tetramethylazanium;hydroxide;pentahydrate,,82620,MYXKPFMQWULLOH-UHFFFAOYSA-M,C4H23NO6,,,Tetramethylammonium Hydroxide Pentahydrate,,organic,structured_pubchem,substance,research,Exir,013978,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,1,,,013978 Exir Tetramethylammonium hydroxide pentahydrate 100g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📦 ارسال رایگان 📱 سفارش کالا 👇 📞 0938-648-9001 🆔 @ChemIranAdmin 🆔 @ChemIran1
"thiolane 1,1-dioxide",126-33-0,31347,HXJUTPCZVOIRIF-UHFFFAOYSA-N,C4H8O2S,120.17,,Sulfolane,"thiolane 1,1-dioxide",organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام محلول ساولن موجود دارین؟ 09126382937
toluene,108-88-3,1140,YXFVVABEGXRONW-UHFFFAOYSA-N,C7H8,,,toluene,,organic,alias+pubchem,substance,research,Sigma-Aldrich,,,value=10.0 unit=g normalised_value=10.0 normalised_unit=g raw=10g,in_stock,,3,telegram:ChemIranSanat; telegram:Maran_Tejarat_Eshen; telegram:IranChemicals,29,https://t.me/ChemIranSanat/2087 | https://t.me/Maran_Tejarat_Eshen/90 | https://t.me/Maran_Tejarat_Eshen/109,2018-09-25T05:35:12+00:00<->2018-12-11T11:09:23+00:00,Sigma-Aldrich Cat. Number:04943 4-Ethyltoluene موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
triethoxy(octyl)silane,2943-75-1,76262,MSRJTTSHWYDFIU-UHFFFAOYSA-N,C14H32O3Si,,,Octyltriethoxysilane,,organic,cas_only+pubchem,substance,research,Merck,,,,,,1,telegram:minatajhiz,1,,,"Triethoxyoctylsilane for synthesis Synonym: Triethoxyoctylsilane, n-Octyltriethoxysilane CAS Number 2943-75-1 Formula C14H32O3S MERCK"
trimethoxy(methyl)silane,1185-55-3,14456,BFXIKLCIZHOAAZ-UHFFFAOYSA-N,C4H12O3Si,,,Methyltrimethoxysilane,,organic,cas_only+pubchem,substance,research,Merck,,,,,,1,telegram:minatajhiz,1,,,Trimethoxymethylsilane Furmola:C4H12O3Si Molar mass: 136.22 Cas number:1185-55-3 Merck @minatajhiz
trioctylphosphane,,20851,RMZAYIKUYWXQPB-UHFFFAOYSA-N,C24H51P,,,Trioctylphosphine,,organic,structured_pubchem,substance,research,Sigma-Aldrich,117854,,value=25.0 unit=cc normalised_value=25.0 normalised_unit=ml raw=25cc,,,1,telegram:minatajhiz,1,,,"Trioctylphosphine technical grade, 90% 117854 25cc #Sigma"
tris buffer,77-86-1,6503,LENZDBCJOHFCAS-UHFFFAOYSA-N,C4H11NO3,,,Tris(hydroxymethyl)aminomethane,,organic,alias+pubchem,substance,research,Sigma-Aldrich,,,value=5.0 unit=ml normalised_value=5.0 normalised_unit=ml raw=5ml,in_stock,,1,telegram:ChemIranSanat,1,,,"93412 Sigma-Aldrich Tris(trimethylsilyl) phosphite, 95% 5ml 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
urea,57-13-6,1176,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O,,,urea,,organic,alias+pubchem,substance,research,Sigma-Aldrich,T8656,,value=50.0 unit=g normalised_value=50.0 normalised_unit=g raw=50G,in_stock,,9,telegram:ChemIranSanat; telegram:Maran_Tejarat_Eshen; telegram:jahaneshimicom; telegram:Ch_Chemical_leaders; telegram:Boof_company; telegram:IranChemicals; telegram:chemgroup; telegram:LabTel; Karina Polymer,140,https://t.me/Maran_Tejarat_Eshen/567 | https://t.me/Maran_Tejarat_Eshen/569 | https://t.me/Maran_Tejarat_Eshen/590,2017-07-15T14:26:05+00:00<->2017-07-20T15:30:05+00:00,T8656 Sigma-Aldrich Thiourea >99% 50G قیمت: 333.000 تومان 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
vanillic acid,121-34-6,8468,WKOLLVMJNQIZCI-UHFFFAOYSA-N,C8H8O4,,,vanillic acid,,organic,alias+pubchem,substance,research,Sigma-Aldrich,,,value=10.0 unit=g normalised_value=10.0 normalised_unit=g raw=10g,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1678,2019-04-14T06:05:38+00:00,"Sigma-Aldrich, Cat. Number: 94770 Vanillic acid, HPLC, 10g موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
zinc acetate,557-34-6,11192,DJWUNCQRNNEAKC-UHFFFAOYSA-L,C4H6O4Zn,,,zinc acetate,,organic,alias+pubchem,substance,research,,,,,,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1882,2020-02-20T10:44:12+00:00,انواع ویروس های عامل سرماخوردگی و آنفولانزا (شواهد نشان می دهد استات روی (Zinc acetate) بهتر از ویتامین C، سیر و عسل عمل می کند. آنتی بیوتیک! اصلا.) توضیحات در ادامه... 🆔 @ChemIran1
zinc stearate,557-05-1,11178,XOOUIPVCVHRTMJ-UHFFFAOYSA-L,C36H70O4Zn,,,zinc stearate,,organic,alias,polymer,industrial,Zarrin,,,,,,1,telegram:fanchem,13,https://t.me/fanchem/115 | https://t.me/fanchem/152 | https://t.me/fanchem/154,2018-03-10T08:57:29+00:00<->2018-10-14T20:30:52+00:00,⚜️ محصول جدید فن آوران شیمی تجزیه ✅ استئارات روی گرید 5012 ✳️ مخصوص پلیمر ،پلاستیک،مستربچ و کامپاند ☎️ تلفن : 02166565702 ➕ ادامه در لینک زیر: https://goo.gl/ui3S1U 🔛 Join 👉 @Fanchem
calcium carbonate,471-34-1,,,,,,calcium carbonate,,unknown,alias,polymer,research,,,,,,,2,telegram:ChemIranSanat; telegram:IranChemicals,1,https://t.me/IranChemicals/31073,2026-06-13T08:33:35+00:00,⭕️ استفاده از پوست میگو برای ساخت كیسه‌های پلاستیكی دوستدار طبیعت 🔹 تیمی از محققان دانشگاه ناتینگهام و دانشگاهی در مصر در حال بررسی روشی برای جایگزینی کیسه‌های پلاستیکی با استفاده از پوسته میگو هستند. این جایگزین برای کیسه های پلی‌اتیلن که از سوخت‌های فسیلی بدست می‌آیند، برای محیط‌زیست خطری ندارد. د
CAS 100-34-1,100-34-1,,,,,,CAS 100-34-1,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,P7626 Sigma Phenylmethanesulfonyl floride 5g موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
CAS 10045-22-0,10045-22-0,,,,,,CAS 10045-22-0,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,808913 Merck Zirconium(IV) chloride 5g@980.000 10g@1.780.000 25g@3.480.000 Price expiry: 48 h
CAS 10045-22-1,10045-22-1,,,,,,CAS 10045-22-1,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,"Alfa Aesar, Cat. Number: L14891 Zirconium(IV) chloride, 50g موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
CAS 10045-25-5,10045-25-5,,,,,,CAS 10045-25-5,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:minatajhiz,1,,,فروش محلول زیرکونیوم کلراید از کمپانی مرک کد محصول: 808913 پکیج: 250gr برای کسب اطلاعات بیشتر با ما در ارتباط باشید @minatajhiz_aria Tell:66900058
CAS 10049-37-3,10049-37-3,,,,,,CAS 10049-37-3,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام مونو کلسیم فسفات دامی موجود دارید؟ 09162669047
CAS 10168-83-5,10168-83-5,,,,,,CAS 10168-83-5,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,آلرژی و آنتی هیستامینها، سیتریزین لوراتادین 🆔 @ChemIran1
CAS 102-82-7,102-82-7,,,,,,CAS 102-82-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"کاتالیزور ترشیو بوتیل پرکسی بنزوئات موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 10244-67-5,10244-67-5,,,,,,CAS 10244-67-5,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,016654 Exir D-alpha-Tocopherol Succinate (Vitamin E succinate) 2g 5g 10g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
CAS 10260-22-4,10260-22-4,,,,,,CAS 10260-22-4,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,520918 Aldrich Gold(III) chloride trihydrate (HAuCl4‧3H2O) 1g 🛩 واردات مسافری 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
CAS 103-11-3,103-11-3,,,,,,CAS 103-11-3,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"مقدار محدودی مونومر 2EHA ستلایت چین موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 103-18-2,103-18-2,,,,,,CAS 103-18-2,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"فروش ویژه مونومر 2EHA ستلایت چین به مدت محدود. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 103-30-4,103-30-4,,,,,,CAS 103-30-4,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"هما چینی HEMA با قیمت رقابتی بدون انبارداری موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 103-78-2,103-78-2,,,,,,CAS 103-78-2,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,🇮🇳 ضد رویه 🇮🇳 متیل اتیل کتوکسیم (MEKO) موجود در انبار شور آباد جهت اطلاع از مشخصات فنی و قیمت لطفا با کارشناسان ما تماس بگیرین
CAS 103-97-3,103-97-3,,,,,,CAS 103-97-3,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat; telegram:Maran_Tejarat_Eshen,1,,,"803573 | MERCK 2,6-Diamino-4-phenyl-1,3,5-triazine (Benzoguanamine) موجود و آماده تحویل 🔴 این محصول خرده فروشی نیز دارد. سفارش و درخواست قیمت 0938-648-9001 ADMIN 🆔 @ChemIranAdmin 🆔 @ChemIran1"
CAS 105-85-3,105-85-3,,,,,,CAS 105-85-3,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"کاتالیزور ترشیو بوتیل پرکسی بنزوئات موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 107-95-7,107-95-7,,,,,,CAS 107-95-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"هما چینی HEMA با قیمت رقابتی بدون انبارداری موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 107673-44-9,107673-44-9,,,,,,CAS 107673-44-9,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:minatajhiz,1,,,Silane A 174 107673 #merck
CAS 108-02-7,108-02-7,,,,,,CAS 108-02-7,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,A80602 Sigma-Aldrich 5-Aminotetrazole 5G 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
CAS 110-01-2,110-01-2,,,,,,CAS 110-01-2,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,"A13163 1,10-Phenanthroline Alfa Aesar موجود و آماده تحویل @ChemIranAdmin 🆔 @ChemIran1"
CAS 111-99-3,111-99-3,,,,,,CAS 111-99-3,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,"D3254 Sigma-Aldrich 7,12-Dimethylbenz[a]anthracene ≥95% 100MG 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
CAS 112-04-7,112-04-7,,,,,,CAS 112-04-7,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,"347493 Aldrich (Trimethylsilyl)methacrylate, 98% 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 0938-648-9001 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
CAS 112264-85-4,112264-85-4,,,,,,CAS 112264-85-4,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:minatajhiz,1,,,"di-Sodium hydrogen citrate 1,5-hydrate 99+ 112264 #merck"
CAS 119-65-7,119-65-7,,,,,,CAS 119-65-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام ترت بوتیل هیدروکینون موجود دارید؟ نباتی شرکت ایستا تحکیم 09351397699
CAS 120-59-8,120-59-8,,,,,,CAS 120-59-8,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,کاردورا موجود می باشد
CAS 122-10-5,122-10-5,,,,,,CAS 122-10-5,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Ch_Chemical_leaders,1,,,#تبلیغات 📢 عرضه مستقیم GMS جینکو – JINQIAO TECHNOLOGY محصول GMS (Glyceryl Monostearate) برند جینکو (JINQIAO TECHNOLOGY) توسط پلی زون تأمین و آماده ارائه به تولیدکنندگان محترم است. پلی زون، تأمین‌کننده تخصصی مواد اولیه شیمیایی و غذایی، این محصول را با کیفیت تضمین‌شده و شرایط رقابتی عرضه می‌کند. 📞 021
CAS 123-03-1,123-03-1,,,,,,CAS 123-03-1,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,822073 Merck 3-Hydroxytyraminium chloride (Dopamine hydrochloride) 10g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📦 ارسال رایگان 📱 سفارش کالا 👇 📱 0938 648 9001 ☎️ 77 88 18 08 🆔 @ChemIranAdmin 🆔 @ChemIran1
CAS 124511-78-9,124511-78-9,,,,,,CAS 124511-78-9,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:minatajhiz,1,,,"1,4-Dithioerythritol for biochemistry 124511 #merck"
CAS 130-38-3,130-38-3,,,,,,CAS 130-38-3,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,15212-012 GIBCO COLCEMID موجود و آماده تحویل 🆔 @ChemIran1
CAS 1302-62-7,1302-62-7,,,,,,CAS 1302-62-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام هیدروکسید کبالت قیمت لطف کنید 09129640927
CAS 1302-78-9,1302-78-9,,,,,,CAS 1302-78-9,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen; telegram:jahaneshimicom,1,,,💢 💢 ماران تجارت اشن فروش ویژه مواد اولیه شیمیایی #بنتون #paintgel34 #موجود_در_انبار برای استعلام قیمت با ما در تماس باشید: 09102296278 📱 وبسایت: http://mtecompany.com/ کانال تلگرام: https://t.me/Maran_Tejarat_Eshen
CAS 1309-66-2,1309-66-2,,,,,,CAS 1309-66-2,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام اکسید سرب لیتارژ ١۵٠ کیلو خرید داشتم قیمت اعلام کنین 09121885146
CAS 1310-69-6,1310-69-6,,,,,,CAS 1310-69-6,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"کاتالیزور ترشیو بوتیل پرکسی بنزوئات موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
CAS 1318-95-8,1318-95-8,,,,,,CAS 1318-95-8,,unknown,ai_resolved+cas_only,substance,research,,,,,,,1,telegram:minatajhiz,1,,,فروش پلیت TLC مرک TLC Silica gel 60 کد محصول: 105582 جهت اطلاع از سایر محصولات با ما در ارتباط باشید Email: minatajhiz_aria@yahoo.com Tell:66900058 Telegram: @minatajhiz_aria
CAS 1327-50-8,1327-50-8,,,,,,CAS 1327-50-8,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام سدیم الومینا مورد نیاز است قیمت لطفاً ؟09122236940
CAS 1330-26-7,1330-26-7,,,,,,CAS 1330-26-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام کمالی از مشهد هستم سوربیتان تری استئارات غذایی پودری میخواستم 09367065792
CAS 1332-58-7,1332-58-7,,,,,,CAS 1332-58-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:IranChemicals,1,,,🔴 #تبلیغات کائولن سوپر لاستر
CAS 134-43-6,134-43-6,,,,,,CAS 134-43-6,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,شیمی گل صد تومانی مولکول موجود (Peonin) در این گل در pHهای مختلف رنگ های متفاوتی دارد بنابراین رنگ گلبرگها نیز متغیر خواهد بود. 🆔 @ChemIran1
CAS 1344-25-2,1344-25-2,,,,,,CAS 1344-25-2,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام اکسید سرب موجود هست؟ 09169219985
CAS 1346-34-7,1346-34-7,,,,,,CAS 1346-34-7,,unknown,ai_resolved+cas_only,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام نصیری هستم لیتوپن موجود دارین؟ 09125902687
