"# export_metadata: {""exported_at"": ""2026-08-25T18:52:50Z"", ""skill"": ""iran-chem-database@2.19.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""rows"": 1041, ""previous_primary_rows"": 957, ""added_unique_cids_vs_v218_workspace_export"": 84, ""confirmed_organic"": 1041, ""unique_cids"": 1041, ""unique_inchikeys"": 1035, ""rows_with_cas"": 569, ""rows_with_canonical_smiles"": 1035, ""rows_with_evidence_url"": 977, ""composition"": {""verified_telegram_listing"": 358, ""verified_catalogue"": 480, ""verified_catalogue | verified_telegram_listing"": 2, ""verified_web_catalogue"": 200, ""(none)"": 1}, ""pipeline"": ""Merged previous skill seed (market-verified + expanded + parallel-AI + legacy) with 2026-08-25 live Iranian catalogue harvest (Telegram + WooCommerce + TamadKala sitemaps). CID-deduped. PubChem-confirmed. Organic gate. router.py --batch title normalization only — never invents."", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in configured public Iranian supplier catalogues. NOT a national census. Listing presence is not proof of current stock."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""iran_organic_molecules_parallel_ai_2026-08-24.csv as CURRENT/PRIMARY; older seed files retained for audit""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
2-hydroxybutanedioic acid,Malic acid,2-hydroxybutanedioic acid; Malic acid,6915-15-7,525,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C4H6O5,134.09,C(C(C(=O)O)O)C(=O)O,confirmed_organic,organic_reagent,,DigiShimi; TamadKala,Iranian online chemical shops | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%a7%d8%b3%db%8c%d8%af-%d9%85%d8%a7%d9%84%db%8c%da%a9/,اسید مالیک,router_title_normalization,verified_catalogue,2026-08-23,fe838c4edbcc5e6d35dae4ae4f3ad5ca3a35c99b0fdaabc1c28225d689948d07
4-nitrobenzaldehyde,4-Nitrobenzaldehyde,4-nitrobenzaldehyde; 4-Nitrobenzaldehyde,555-16-8,541,BXRFQSNOROATLV-UHFFFAOYSA-N,C7H5NO3,151.12,C1=CC(=CC=C1C=O)[N+](=O)[O-],confirmed_organic,fragrance_or_aroma,research,Telegram: minatajhiz; telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1036,4-nitrobenzaldehyde,existing skill export,verified_catalogue,2026-08-23,2e36064beeb8c90fb17f7f152452e00dfb500b0cfa92d6634c7806f662a4d249
6-aminohexanoic acid,acs,6-aminohexanoic acid; acs; ACS,1330-20-7,564,SLXKOJJOQWFEFD-UHFFFAOYSA-N,C6H13NO2,131.17,C(CCC(=O)O)CCN,confirmed_organic,,,TamadKala; ShimiMan,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/19679/زایلینمخلوط-ایزومرها-acs-دکتر-مجللی,زایلینمخلوط ایزومرها acs دکتر مجللی,alias+pubchem,verified_web_catalogue,2026-08-25,d61f23bb9c66918a2f754658714d3a4f4ff04699b81bc738061803891abdb639
6-amino-1H-pyrimidin-2-one,6-amino-1H-pyrimidin-2-one,,71-30-7,597,OPTASPLRGRRNAP-UHFFFAOYSA-N,C4H5N3O,111.10,C1=C(NC(=O)N=C1)N,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/800,Cytosine | سیتوزین توضیحات کلی (سیتوزین چیست) سیتوزین (C) یکی از چهار باز اصلی موجود در DNA و RNA به همراه آدنین، گوانین و تیمین (اوراسیل در RNA) است. معرف Cytosine در طیف گسترده‌ای از کاربردهای تحقیقاتی، به‌عنوان یک سوبسترای آنزیمی یا پیش ساز مولکول‌های مؤثر مانند قندهای باز C استفاده می‌شود. Cytosine یک مشتق پیریمیدین است، با یک حلقه آروماتیک هتروسیکلیک و ... برای مشاهده ادامه مطلب، مشاهده قیمت آنلاین و خرید اینترنتی آنتی‌ سیتوزین به لینک زیر مراجعه فرمایید: https://lnkd.in/dVZ93kX5 #قیمت_آنلا,router_batch+pubchem,verified_telegram_listing,2026-08-25,d3b64070dfb4e8f7ce213d9f8534436e5301a022715b3860b221b2f9ac3401d1
2-hydroxypropanoic acid,Lactic acid,2-hydroxypropanoic acid; Lactic acid; Lactic Acid,50-21-5,612,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,C3H6O3,90.08,CC(C(=O)O)O,confirmed_organic,organic_reagent,,DigiShimi; Isatis Shimi; telegram:ATRmedShop,Iranian online chemical shops,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%a7%d8%b3%db%8c%d8%af-%d9%84%d8%a7%da%a9%d8%aa%db%8c%da%a9/,Lactic Acid | اسید لاکتیک,router_title_normalization,verified_catalogue,2026-08-23,9a0d8666e3499f06f60cc521a52aa6848ec0688966c7ee260d7c1670196016c2
N-methylmethanamine,N-methylmethanamine,,124-40-3,674,ROSDSFDQCJNGOL-UHFFFAOYSA-N,C2H7N,45.08,,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/6411/tetramethyl-ethylenediamine-temed,tetramethylethylenediamine | tetramethyl ethylenediamine temed,ai_hop:arena-router+pubchem,verified_web_catalogue,2026-08-25,dcaee191b237996e4830ee5fc8f73bd141a99a53e1a1a9a09483b358533df6a5
methylsulfinylmethane,Dimethyl sulfoxide,methylsulfinylmethane; Dimethyl sulfoxide; dimethyl sulfoxide,67-68-5,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,C2H6OS,78.14,CS(=O)C,confirmed_organic,organic_reagent,research,Fardad Shimi; TamadKala; Telegram: ChemIranSanat; Telegram: minatajhiz; Mojallali Group; ShimiMan; telegram:ATRmedShop,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6199252/,methylsulfinylmethane | دی متیل سولفوکساید دکتر مجللی | دی متیل سولفوکسید extra pure دکتر مجللی | فروش دی متیل سولفوکسید,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,e03ca8144221e61b16ec1aff01e1fa660385e554d3c8b88e5e90baff13f23783
2-aminoethanol,Monoethanolamine,2-aminoethanol; Monoethanolamine; Ethanolamine,141-43-5,700,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO,61.08,C(CO)N,confirmed_organic,organic_reagent,research,DigiShimi; Fardad Shimi; Isatis Shimi; TamadKala; Chemical Iran,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d9%85%d9%88%d9%86%d9%88-%d8%a7%d8%aa%d8%a7%d9%86%d9%88%d9%84-%d8%a2%d9%85%db%8c%d9%86/,Monoethanolamine | Monoethanolamine (MEA) | مونو اتانول آمین | مونو اتانول آمین extra pure دکتر مجللی | ... | مونو اتانول آمین extra pure نوترون | ... | مونو اتانول آمین laboratory دکتر مجللی | ... | مونو اتانول آمین دکتر مجللی,router_title_normalization,verified_catalogue,2026-08-23,354f1c8bd73b82da0f4cdd80f235b450ed1021ef0f6c7d96de4d8abe42396d2b
ethanol,Ethanol,ethanol; Ethanol; standard; Standard,64-17-5,702,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,C2H6O,46.07,CCO,confirmed_organic,pharmaceutical_or_api,research,Fardad Shimi; Pishgaman Shimi (IR Chem); TamadKala; Telegram: ChemIranSanat; Telegram: IranChemicals; Telegram: chemgroup; Telegram: minatajhiz; DigiShimi; Isatis Shimi; Chemical Iran; Mojallali Group; ShimiMan; IR Chem / Pishgaman; telegram:ATRmedShop; telegram:labshop; telegram:merckmillipore,Iranian online lab-chemical shop | Iranian online raw-material shop | Iranian online research/chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/ethanol-merck/,ethanol | اتانول | اتانول 96 درصد extrapure دکتر مجللی کپی | ... | اتانول 96 درصد دکتر مجللیlaboratory | اتانول 96 درصد دکتر مجللیusp | اتانول بدون آب | اتانول تقطیر خراسان 1 لیتری | اتانول مطلق extra pure امرتات | ... | اتانول مطلق برند dyc چین | ... | اتانول مطلق مرک MERCK | ات,existing skill export | explicit_category_supplement | router_title_normalization | supplier_product_page,verified_catalogue,2026-08-23,ec0e9712aca72a9cdddcc13a9934c1d96510fabc53385b8c1738991b5fe52321
formaldehyde,Formalin,formaldehyde; Formalin,50-00-0,712,WSFSSNUMVMOOMR-UHFFFAOYSA-N,CH2O,30.026,C=O,confirmed_organic,organic_reagent,research,TamadKala; Telegram: Boof_company; Telegram: IranChemicals; Telegram: minatajhiz; DigiShimi; Mojallali Group; ShimiMan; IR Chem / Pishgaman,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/Boof_company/66,formaldehyde | فرمالدئید 37 u s p پارس شیمی | فرمالدهید سیگما کد 252549 | فرمالین 10 extra pure دکترمجللی | فروش فرمالدهید,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,927871a00c8623530e64978ab1a8c6930e7440eec893298ef9db0e32510c318e
formamide,Formamide,formamide; Formamide,75-12-7,713,ZHNUHDYFZUAESO-UHFFFAOYSA-N,CH3NO,45.041,C(=O)N,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat; Mojallali Group; telegram:ATRmedShop,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1505,formamide,existing skill export,verified_catalogue,2026-08-23,f2efff12aa6c37183a06746e7dca325e93c0173deac35caf60e6c4069beb97ef
2-aminoacetic acid,Glycine,2-aminoacetic acid; Glycine,56-40-6,750,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C2H5NO2,75.07,C(C(=O)O)N,confirmed_organic,organic_reagent,research,Fardad Shimi; TamadKala; Telegram: merckmillipore; telegram:ATRmedShop,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/merckmillipore/322,2-aminoacetic acid | آمینو اسید گلایسین g8790 | آمینو اسید گلیسین | آمینو اسید گلیسین bioxtra g7403 | فروش گلایسین | گلایسین MERCK | ... | گلیسین | گلیسین 2 | گلیسین bioultra,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,595a4162c4923079d90aac8276aca4041637f90c74b194fefc474bb6ad149d8f
"propane-1,2,3-triol",Glycerin,"propane-1,2,3-triol; Glycerin; glycerol",56-81-5,753,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C3H8O3,92.09,C(C(CO)O)O,confirmed_organic,pharmaceutical_or_api,research,DigiShimi; Fardad Shimi; Isatis Shimi; TamadKala; Telegram: Ch_Chemical_leaders; Telegram: chemgroup; Telegram: minatajhiz; Mojallali Group; ShimiMan; IR Chem / Pishgaman; Exir; telegram:ATRmedShop,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%da%af%d9%84%db%8c%d8%b3%db%8c%d8%b1%db%8c%d9%86/,"Cosmetic and Industrial Glycerin | Glycerin (Hygienic Grade) | Glycerin (Pharmaceutical and Industrial Grade) | propane-1,2,3-triol | گلیسیرین | گلیسیرین دکتر مجللی | گلیسیرین صنعتی جامد | گلیسیرین صنعتی مایع | ... | گیلیسیرین صنعتی",existing skill export | router_title_normalization,verified_catalogue,2026-08-23,afa5ec71f81a6bcd515018d4d20f516fea2a5041f5430f7eeac72b1db50ff605
"benzene-1,4-diol",Hydroquinone,"benzene-1,4-diol; Hydroquinone",123-31-9,785,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C6H6O2,110.11,C1=CC(=CC=C1O)O,confirmed_organic,organic_reagent,research,TamadKala; Telegram: minatajhiz,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://tamadkala.com/product/101079/%D9%87%DB%8C%D8%AF%D8%B1%D9%88%DA%A9%DB%8C%D9%86%D9%88%D9%86,"benzene-1,4-diol | هیدروکینون | هیدروکینون صنعتی تولید ژاپن | ...",existing skill export | router_title_normalization,verified_catalogue,2026-08-23,68a59c61d7268c49ed08e5601007446b59d1a30b6e745687032bd9c35152c3df
1H-imidazole,Imidazole,1H-imidazole; Imidazole,288-32-4,795,RAXXELZNTBOGNW-UHFFFAOYSA-N,C3H4N2,68.08,C1=CN=CN1,confirmed_organic,organic_reagent,,Fardad Shimi; TamadKala; Mojallali Group; telegram:ATRmedShop,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/68101/%D8%A7%DB%8C%D9%85%DB%8C%D8%AF%D8%A7%D8%B2%D9%88%D9%84,ایمیدازول | ایمیدازول MERCK | ...,router_title_normalization,verified_catalogue,2026-08-23,441d4aba8be1aa90a670d2d5f858c27f6b4120724d0a858d1b1f1d1f2486ad14
"2,3-dihydroxybutanedioic acid","2,3-dihydroxybutanedioic acid","2,3-dihydroxybutanedioic acid",133-37-9,875,FEWJPZIEWOKRBE-UHFFFAOYSA-N,C4H6O6,150.09,C(C(C(=O)O)O)(C(=O)O)O,confirmed_organic,,,Mojallali Group; ShimiMan,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/dl-tartaric-acid-en/,DL-Tartaric acid,cas_pubchem,verified_web_catalogue,2026-08-25,65eb35a0f69c7af263a80c5e4642e07b1a76ab5397584bd069fb1fb55dfd29d8
2-amino-4-methylsulfanylbutanoic acid,2-amino-4-methylsulfanylbutanoic acid,,59-51-8,876,FFEARJCKVFRZRR-UHFFFAOYSA-N,C5H11NO2S,149.21,CSCCC(C(=O)O)N,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/609,L-Methionine | اسیدآمینه ال-متیونین گرید کشت سلول ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/l-methionine/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #آنتی_بیوتیک #آنزیم #اسیدآمینه_ال_متیونین_گرید_کشت_سلول #کشت_سلول,router_batch+pubchem,verified_telegram_listing,2026-08-25,5059bed37ec63651f203c6cfb59a9269a4523bb9c1e7c4be48db2a40d53fed17
methanol,Methanol,methanol; Methanol,67-56-1,887,OKKJLVBELUTLKV-UHFFFAOYSA-N,CH4O,32.042,CO,confirmed_organic,organic_reagent,research,DigiShimi; Fardad Shimi; Isatis Shimi; ShimiMan; TamadKala; Telegram: Ch_Chemical_leaders; Telegram: ChemIranSanat; Telegram: IranChemicals; Telegram: chemgroup; Telegram: minatajhiz; Mojallali Group; IR Chem / Pishgaman,Iranian online chemical shop | Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6199149/,https://shimiman.com/product/methanol-grade-usp/ | https://shimiman.com/product/price-buy-sell-methanol/ | methanol | الکل متانول | متانول | متانول 99 85 u s p extra pure پارس شیمی | متانول 99 99 g r p a پارس شیمی | متانول acs دکتر مجللی | متانول dried دکتر مجللی | متانول dry نوت,existing skill export | router_title_normalization | sitemap_title,verified_catalogue,2026-08-23,3df4d8c63c9b83294b70d2d57d6766c1f3c507aef6f7f0e5c253270ddeb62677
"cyclohexane-1,2,3,4,5,6-hexol",Myo-inositol,"cyclohexane-1,2,3,4,5,6-hexol; Myo-inositol",87-89-8,892,CDAISMWEOUEBRE-UHFFFAOYSA-N,C6H12O6,180.16,C1(C(C(C(C(C1O)O)O)O)O)O,confirmed_organic,organic_reagent,,TamadKala; telegram:ATRmedShop,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/164566/%D9%85%D8%A7%DB%8C%D9%88-%D8%A7%DB%8C%D9%86%D9%88-%D8%B2%DB%8C%D8%AA%D9%88%D9%84-%D8%A8%D8%B1%D9%86%D8%AF-dyc-%DA%86%DB%8C%D9%86,مایو اینو زیتول برند dyc چین,router_title_normalization,verified_catalogue,2026-08-23,9f75573bab05386892d41f4827f29f05a2083ade83b6b158340b4739708af856
N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,melatonin,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide; melatonin,73-31-4,896,DRLFMBDRBRZALE-UHFFFAOYSA-N,C13H16N2O2,232.28,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,confirmed_organic,supplement_active,,Rooz Darou; telegram:ChemIranSanat,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%85%D9%84%D8%A7%D8%AA%D9%88%D9%86%DB%8C%D9%86-3-%D9%85%DB%8C%D9%84%DB%8C-%DA%AF%D8%B1%D9%85-%D8%A7%D9%84-%D8%AA%D8%A6%D8%A7%D9%86%DB%8C%D9%86-%D8%B1%D8%B2%D8%A7%D9%88%DB%8C%D8%AA,قرص ملاتونین 3 میلی گرم + ال تئانین رزاویت,PubChem name validation from supplier product title,verified_catalogue,2026-08-23,48a47ab06fba09a91611c6083e37bf2035034fcf98832d8439ed000d7b5b7434
N-phenylacetamide,Acetanilide,,103-84-4,904,FZERHIULMFGESH-UHFFFAOYSA-N,C8H9NO,135.16,CC(=O)NC1=CC=CC=C1,confirmed_organic,pharmaceutical_or_api,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/3590,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2017-07-19,d495b13632d1bc1e11f770e54c83408473cadee246b625431ab4654206f919be
naphthalene,Naphthalene,naphthalene; Naphthalene,91-20-3,931,UFWIBTONFRDIAS-UHFFFAOYSA-N,C10H8,128.17,C1=CC=C2C=CC=CC2=C1,confirmed_organic,organic_reagent,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,,نفتالین MERCK | ...,router_title_normalization,verified_catalogue,2026-08-23,8e8709467f56b774870533df6122dc80c7e776a470d81e7dac5dcb92a4db443a
pyridine-3-carboxamide,pyridine-3-carboxamide,pyridine-3-carboxamide,98-92-0,936,DFPAKSUCGFBDDF-UHFFFAOYSA-N,C6H6N2O,122.12,C1=CC(=CN=C1)C(=O)N,confirmed_organic,,,IR Chem / Pishgaman,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://irchem.ir/buy-nicotineamide/,نیکوتین آمید | نیاسینامید,cas_pubchem,verified_web_catalogue,2026-08-25,279517959a9275e6d0cc3fdafa99bb43f633ab3df896145efbfe5883b6d9e887
"N,N-dimethylaniline",Dimethylaniline,"N,N-dimethylaniline; Dimethylaniline",121-69-7,949,JLTDJTHDQAWBAV-UHFFFAOYSA-N,C8H11N,121.18,CN(C)C1=CC=CC=C1,confirmed_organic,organic_reagent,industrial,Fardad Shimi; Telegram: Maran_Tejarat_Eshen,Iranian online lab-chemical shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6468367/,"N,N-dimethylaniline | دی متیل آنیلین MERCK",existing skill export | router_title_normalization,verified_catalogue,2026-08-23,05f8651a282db406b9c438838282152745bc565313aa476a9fb1b5f286a340ac
octan-1-ol,Octanol,octan-1-ol; Octanol,111-87-5,957,KBPLFHHGFOOTCA-UHFFFAOYSA-N,C8H18O,130.23,CCCCCCCCO,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/5622/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%DA%A9%D8%AA%D8%A7%D9%86%D9%88%D9%84,فروش اکتانول,router_title_normalization,verified_catalogue,2026-08-23,bb904c61520646fc87bd30a8638b0282abadf46758e0a100be3c0c15a918b23b
oxalic acid,Oxalic acid,oxalic acid; Oxalic acid,144-62-7,971,MUBZPKHOEPUJKR-UHFFFAOYSA-N,C2H2O4,90.03,C(=O)(C(=O)O)O,confirmed_organic,organic_reagent,research,DigiShimi; Fardad Shimi; TamadKala; Telegram: Ch_Chemical_leaders; Telegram: ChemIranSanat; Mojallali Group; ShimiMan; IR Chem / Pishgaman; telegram:ATRmedShop,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%a7%da%af%d8%b2%d8%a7%d9%84%db%8c%da%a9-%d8%a7%d8%b3%db%8c%d8%af/,oxalic acid | اسید اگزالیک 2 آبه extra pure دکتر مجللی | ... | اسید اگزالیک صنعتی | ... | اسید اگزالیک ۲ آبه ۱ کیلویی دکتر مجللی | ... | اگزالیک اسید | اگزالیک اسید قطران شیمی | ... | اگزالیک اسید ۲ آبه ۱ کیلویی پارس شیمی | فروش اسید اگزالیک,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,4eb13281a1bfe601e605a0e8bc98825e7dd9408466682b4fd2406ccdb1de6a24
4-aminobenzoic acid,4-aminobenzoic acid,4-aminobenzoic acid; paba; Aminobenzoic acid,99-96-7,978,ALYNCZNDIQEVRV-UHFFFAOYSA-N,C7H7NO2,137.14,C1=CC(=CC=C1C(=O)O)N,confirmed_organic,organic_reagent,,TamadKala; telegram:minatajhiz,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/141781/4-آمینو-بنزوئیک-اسید-99-paba-صنعتی-چینی,4 آمینو بنزوئیک اسید 99 paba صنعتی چینی | ...,router_title_normalization,verified_catalogue,2026-08-23,90d06b65024d20570e6ebddc6a9c2b2adc333127772d15523d14bfb9e56f427c
phenol,Phenol,phenol; Phenol,108-95-2,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,C6H6O,94.11,C1=CC=C(C=C1)O,confirmed_organic,organic_reagent,research,TamadKala; Telegram: Boof_company; Telegram: ChemIranSanat; Telegram: IranChemicals; Telegram: minatajhiz; Mojallali Group; ShimiMan; telegram:ATRmedShop,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/Boof_company/52,phenol | فنل extra pure دکتر مجللی | ...,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,f85da94605c4b3df89a4de2f225d39e6b3dba45d9d169d342c84ff2294b9a9cd
2-phenylethanamine,Phenethylamine,,64-04-0,1001,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C8H11N,121.18,C1=CC=C(C=C1)CCN,confirmed_organic,organic_reagent,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/133,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2015-11-16,c2f0247a0e5594280a74220264ff0d3272fb5753ac193973c93cda53437e1779
phthalic acid,Phthalic acid,phthalic acid; Phthalic acid,,1017,XNGIFLGASWRNHJ-UHFFFAOYSA-N,C8H6O4,166.13,C1=CC=C(C(=C1)C(=O)O)C(=O)O,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,,فتالیک اسید کد 402915 سیگما آلدریچ | ...,router_title_normalization,verified_catalogue,2026-08-23,64de58c10bb32777f143c6a4736cd391e37cb1ae5ce687ac5066c8f1fa30ca5b
