"# export_metadata: {""exported_at"":""2026-08-23T12:30:45+00:00"",""skill"":""iran-chem-database@2.14.1"",""scope"":""Expanded BEST-EFFORT index of distinct confirmed-organic molecules appearing in public Iranian supplier/retailer catalogues and public supplier API/intermediate lists. Not a complete national market census and not a current-stock guarantee."",""rows"":480,""previous_verified_rows"":207,""new_source_records_before_dedup"":1616,""new_source_records_after_chemistry_filter"":948,""source_sets"":{""TamadKala"":""3484 product URLs from product sitemaps; title normalization via router; PubChem validation"",""Fardad Shimi"":""569 product pages from paginated shop listings; title normalization via router"",""DigiShimi"":""268 public WooCommerce products"",""Isatis Shimi"":""188 public WooCommerce products"",""BehChin Chemi Pharmed"":""public human/veterinary API, intermediate, excipient, cosmetic, food-additive lists"",""Pishgaman Shimi (IR Chem)"":""public pharmaceutical/cosmetic/raw-material category product pages"",""ShimiMan"":""public product sitemap titles"",""existing_skill_catalogue"":""207 rows from live-verified Iranian Telegram channels, retained and supplier-labeled"",""Rooz Darou"":""114 public Iranian pharmaceutical product pages; title-mapped and PubChem validated""},""router_assistance"":""router.py was used for Persian/English product-title normalization and category extraction; every admitted new record was independently structure/formula checked via PubChem."",""third_party_relay"":""r.jina.ai was used to retrieve public TamadKala/Fardad Shimi sitemaps or listing pages when direct requests timed out; original direct supplier URLs are retained, and no private data was sent."",""discovered_but_not_admitted"":""Arzan Azma and E-Az were identified as Iranian online lab shops but were not added without a reliable structured product export; their generic/category pages are not molecule-level evidence."",""supplier_column"":""supplier_name is the distinct supplier/retailer field; supplier_platform and supplier_country_evidence preserve context."",""limitations"":""Foreign brands listed by Iranian retailers are product metadata, not evidence that the supplier is foreign. Product page presence is not proof of stock. Mixtures, polymers, equipment, inorganic and unresolved records were excluded."",""filter_stats"":{""not_confirmed_organic"":668},""additional_expansion"":""Rooz Darou pharmaceutical catalogue added; duplicate actives merged and supplier provenance appended.""}"
molecule_name,common_name,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,research_grade_candidate,research_grade_signal,supplier_name,supplier_platform,supplier_country_evidence,catalogue_presence,availability_status,source_product_titles,source_urls,identity_methods,evidence_record_count
(2S)-pyrrolidine-2-carboxylic acid,Proline,147-85-3,145742,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2,115.13,,confirmed_organic,organic_reagent,yes,bioultra | p3350000 | p5607,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اسید آمینه ال پرولین bioultra | ال پرولین p5607 | ال پرولین برند dyc چین | پرولین p3350000,https://tamadkala.com/product/164587/%D8%A7%D9%84-%D9%BE%D8%B1%D9%88%D9%84%DB%8C%D9%86-%D8%A8%D8%B1%D9%86%D8%AF-dyc-%DA%86%DB%8C%D9%86 | https://tamadkala.com/product/17304/%D8%A7%D9%84-%D9%BE%D8%B1%D9%88%D9%84%DB%8C%D9%86-p5607 | https://tamadkala.com/product/17307/%D8%A7%D8%B3%DB%8C%D8%AF-%D8%A2%D9%85%DB%8C%D9%86%D9%87-%D8%A7%D9%84-%D9%BE%D8%B1%D9%88%D9%84%DB%8C%D9%86-bioultra | https://tamadkala.com/product/17309/%D9%BE%D8%B1%D9%88%D9%84%DB%8C%D9%86-p3350000,router_title_normalization,4
"(2S,3R)-2-amino-3-hydroxybutanoic acid",L-Valine,72-19-5,6288,AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3,119.12,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,ال والین برند لوبا هند,https://tamadkala.com/product/164592/%D8%A7%D9%84-%D9%88%D8%A7%D9%84%DB%8C%D9%86-%D8%A8%D8%B1%D9%86%D8%AF-%D9%84%D9%88%D8%A8%D8%A7-%D9%87%D9%86%D8%AF,router_title_normalization,1
"(2S,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",Pectin,9000-69-5,441476,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,C6H10O7,194.14,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: jahaneshimicom,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"(2S,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",,existing skill export,1
"(2S,3S)-2-amino-3-methylpentanoic acid",Isoleucine,73-32-5,6306,AGPKZVBTJJNPAG-WHFBIAKZSA-N,C6H13NO2,131.17,,confirmed_organic,organic_reagent,yes,bioultra,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,آمینو اسید ال ایزولوسین bioultra | ایزولوسین,https://tamadkala.com/product/17062/%D8%A7%DB%8C%D8%B2%D9%88%D9%84%D9%88%D8%B3%DB%8C%D9%86 | https://tamadkala.com/product/17066/%D8%A2%D9%85%DB%8C%D9%86%D9%88-%D8%A7%D8%B3%DB%8C%D8%AF-%D8%A7%D9%84-%D8%A7%DB%8C%D8%B2%D9%88%D9%84%D9%88%D8%B3%DB%8C%D9%86-bioultra,router_title_normalization,2
"(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide;hydrochloride",Clindamycin Hydrochloride,,16051951,AUODDLQVRAJAJM-XJQDNNTCSA-N,C18H34Cl2N2O5S,461.4,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Clindamycin Hydrochloride,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
"(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate",Texanol,,6490,DAFHKNAQFPVRKR-UHFFFAOYSA-N,C12H24O3,216.32,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"(3-hydroxy-2,2,4-trimethylpentyl) 2-methylpropanoate",https://t.me/Maran_Tejarat_Eshen/650,existing skill export,2
"(3R)-3-amino-1-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one",Sitagliptin,,4369359,MFFMDFFZMYYVKS-SECBINFHSA-N,C16H15F6N5O,407.31,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Sitagliptin,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",Glucose,50-99-7,5793,WQZGKKKJIJFFOK-GASJEMHNSA-N,C6H12O6,180.16,,confirmed_organic,organic_reagent,not_stated,1 abe | 1% aqueous | True,DigiShimi | Fardad Shimi | TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دکستروز | دکستروز 1 آبه | ... | گلوکز | گلوکز ۱ آبه MERCK | ...,https://digishimii.ir/Product/%d8%af%da%a9%d8%b3%d8%aa%d8%b1%d9%88%d8%b2/ | https://tamadkala.com/product/14366/%DA%AF%D9%84%D9%88%DA%A9%D8%B2,router_title_normalization,4
"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",Fructose,57-48-7,2723872,LKDRXBCSQODPBY-VRPWFDPXSA-N,C6H12O6,180.16,,confirmed_organic,organic_reagent,not_stated,,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,فروکتوز MERCK | ...,,router_title_normalization,1
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Cholesterol,57-88-5,5997,HVYWMOMLDIMFJA-DPAQBDIFSA-N,C27H46O,386.7,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,کلسترول سیگما c8503 | کلسترول سیگما کد c3045,https://tamadkala.com/product/146369/%DA%A9%D9%84%D8%B3%D8%AA%D8%B1%D9%88%D9%84-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7-c8503 | https://tamadkala.com/product/152205/%DA%A9%D9%84%D8%B3%D8%AA%D8%B1%D9%88%D9%84-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7-%DA%A9%D8%AF-c3045,router_title_normalization,2
"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",Meropenem,,441130,DMJNNHOOLUXYBV-PQTSNVLCSA-N,C17H25N3O5S,383.5,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Meropenem,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
"(6'-acetyloxy-4',5'-dichloro-3-oxospiro[2-benzofuran-1,9'-xanthene]-3'-yl) acetate",Dichlorofluorescein diacetate,76-54-0,101615877,ISQNSAUDJAOTFD-UHFFFAOYSA-N,C24H14Cl2O7,485.3,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دی کلرو فلورسین دی استات,https://tamadkala.com/product/34998/%D8%AF%DB%8C-%DA%A9%D9%84%D8%B1%D9%88-%D9%81%D9%84%D9%88%D8%B1%D8%B3%DB%8C%D9%86-%D8%AF%DB%8C-%D8%A7%D8%B3%D8%AA%D8%A7%D8%AA,router_title_normalization,1
"(6aS,11bR)-7,11b-dihydro-6H-indeno[2,1-c]chromene-3,4,6a,9,10-pentol",Hematoxylin,517-28-2,442514,WZUVPPKBWHMQCE-XJKSGUPXSA-N,C16H14O6,302.28,,confirmed_organic,colorant_or_indicator,not_stated,indicator,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,هماتوکسیلین indicator دکتر مجللی,https://tamadkala.com/product/173613/%D9%87%D9%85%D8%A7%D8%AA%D9%88%DA%A9%D8%B3%DB%8C%D9%84%DB%8C%D9%86-indicator-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
"(8R,9S,13S,14S,16R,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,16,17-triol",Estriol,50-27-1,5756,PROQIPRRNZUXQM-ZXXIGWHRSA-N,C18H24O3,288.4,,confirmed_organic,organic_reagent,yes,research,Telegram: merckmillipore,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"(8R,9S,13S,14S,16R,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,16,17-triol",,existing skill export,1
(benzyldisulfanyl)methylbenzene,Dibenzyl disulfide,150-60-7,9012,GVPWHKZIJBODOX-UHFFFAOYSA-N,C14H14S2,246.4,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دی بنزیل دی سولفید | ...,,router_title_normalization,1
(E)-3-phenylprop-2-enal,Cinnamaldehyde,104-55-2,637511,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,C9H8O,132.16,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,(E)-3-phenylprop-2-enal,,existing skill export,1
(E)-but-2-enedioic acid,Fumaric acid,,444972,VZCYOOQTPOCHFL-OWOJBTEDSA-N,C4H4O4,116.07,,confirmed_organic,organic_reagent,not_stated,industrial,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,اسید فوماریک صنعتی,https://tamadkala.com/product/176075/%D8%A7%D8%B3%DB%8C%D8%AF-%D9%81%D9%88%D9%85%D8%A7%D8%B1%DB%8C%DA%A9-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C,router_title_normalization,1
"(E)-but-2-enedioic acid;2-(1-methylpiperidin-4-ylidene)-6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-8-one",Ketotifen Fumarate,,5282408,YNQQEYBLVYAWNX-WLHGVMLRSA-N,C23H23NO5S,425.5,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Ketotifen Fumarate,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
(phenyldisulfanyl)benzene,Diphenyl disulfide,,13436,GUUVPOWQJOLRAS-UHFFFAOYSA-N,C12H10S2,218.3,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,(phenyldisulfanyl)benzene,https://t.me/minatajhiz/1032,existing skill export,2
(Z)-but-2-enedioic acid,Maleic Acid,110-16-7,444266,VZCYOOQTPOCHFL-UPHRSURJSA-N,C4H4O4,116.07,,confirmed_organic,organic_reagent,yes,MERCK | for synthesis rd,Fardad Shimi | TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,مالئیک اسید امرتات شیمی گرید for synthesis rd | مالئیک اسید مرک MERCK,https://fardadshimi.com/product/6857954/ | https://tamadkala.com/product/153418/%D9%85%D8%A7%D9%84%D8%A6%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF-%D8%A7%D9%85%D8%B1%D8%AA%D8%A7%D8%AA-%D8%B4%DB%8C%D9%85%DB%8C-%DA%AF%D8%B1%DB%8C%D8%AF-for-synthesis-rd,router_title_normalization,2
(Z)-but-2-enedioic acid;(2S)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid,Enalapril Maleate,,5388961,OYFJQPXVCSSHAI-QFPUQLAESA-N,C24H32N2O9,492.5,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Enalapril Maleate,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
(Z)-octadec-9-enoic acid,Oleic acid,112-80-1,445639,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C18H34O2,282.5,,confirmed_organic,organic_reagent,not_stated,False | True,Isatis Shimi | TamadKala,Iranian online chemical shops | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Oleic Acid | اسید اولئیک | اولئیک اسید,https://isatisshimi.com/en/product/oleic-acid/ | https://isatisshimi.com/product/%d8%a7%d8%b3%db%8c%d8%af-%d8%a7%d9%88%d9%84%d8%a6%db%8c%da%a9/ | https://tamadkala.com/product/31968/%D8%A7%D9%88%D9%84%D8%A6%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF,router_title_normalization,3
"1,1,2,2-tetrachloroethene",Perchloroethylene,127-18-4,31373,CYTYCFOTNPOANT-UHFFFAOYSA-N,C2Cl4,165.8,,confirmed_organic,organic_reagent,not_stated,False,DigiShimi | TamadKala,Iranian online chemical shops | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,تترا کلروقلع | پرکلرواتیلن,https://digishimii.ir/Product/%d9%be%d8%b1%da%a9%d9%84%d8%b1%d9%88%d8%a7%d8%aa%db%8c%d9%84%d9%86/ | https://tamadkala.com/product/149089/%D8%AA%D8%AA%D8%B1%D8%A7-%DA%A9%D9%84%D8%B1%D9%88%D9%82%D9%84%D8%B9,router_title_normalization,2
"1,1-dioxo-1,2-benzothiazol-3-one",Saccharin,81-07-2,5143,CVHZOJJKTDOEJC-UHFFFAOYSA-N,C7H5NO3S,183.19,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,فروش ساخارین 2,https://tamadkala.com/product/5621/%D9%81%D8%B1%D9%88%D8%B4-%D8%B3%D8%A7%D8%AE%D8%A7%D8%B1%DB%8C%D9%86-2,router_title_normalization,1
"1,10-phenanthroline;hydrate","1,10-Phenanthroline monohydrate",5144-89-8,21226,PPQJCISYYXZCAE-UHFFFAOYSA-N,C12H10N2O,198.22,,confirmed_organic,organic_reagent,yes,True | acs,Fardad Shimi | TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,"110 فنانترولین مونوهیدرات acs دکتر مجللی | ۱,۱۰- فنانترولین ۱ آبه مرک MERCK",https://tamadkala.com/product/193278/110-%D9%81%D9%86%D8%A7%D9%86%D8%AA%D8%B1%D9%88%D9%84%DB%8C%D9%86-%D9%85%D9%88%D9%86%D9%88%D9%87%DB%8C%D8%AF%D8%B1%D8%A7%D8%AA-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,2
"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",Methylisoeugenol,,637776,NNWHUJCUHAELCL-SNAWJCMRSA-N,C11H14O2,178.23,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",https://t.me/minatajhiz/100,existing skill export,2
"1,3,5,7-tetrazatricyclo[3.3.1.13,7]decane",Hexamine,100-97-0,4101,VKYKSIONXSXAKP-UHFFFAOYSA-N,C6H12N4,140.19,,confirmed_organic,organic_reagent,not_stated,,DigiShimi,Iranian online chemical shops,site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,هگزامین,https://digishimii.ir/Product/هگزامین/,router_title_normalization,1
"1,3,5-triazine-2,4,6-triamine",Melamine,108-78-1,7955,JDSHMPZPIAZGSV-UHFFFAOYSA-N,C3H6N6,126.12,,confirmed_organic,organic_reagent,yes,research,Fardad Shimi | Telegram: ChemIranSanat,Iranian online lab-chemical shop | Iranian supplier Telegram catalogue,site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,"1,3,5-triazine-2,4,6-triamine | ملامین MERCK | ...",https://t.me/ChemIranSanat/1905,existing skill export | router_title_normalization,3
"1,3,7-trimethylpurine-2,6-dione",Caffeine,58-08-2,2519,RYYVLZVUVIJVGH-UHFFFAOYSA-N,C8H10N4O2,194.19,,confirmed_organic,secondary_metabolite_or_natural_product,yes,Extra Pure | extra pure | industrial,TamadKala | Telegram: ChemIranSanat,Iranian online research/chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,"1,3,7-trimethylpurine-2,6-dione | کافئین | کافئین extra pure نوترون",https://tamadkala.com/product/74876/%DA%A9%D8%A7%D9%81%D8%A6%DB%8C%D9%86 | https://tamadkala.com/product/98259/%DA%A9%D8%A7%D9%81%D8%A6%DB%8C%D9%86-extra-pure-%D9%86%D9%88%D8%AA%D8%B1%D9%88%D9%86,existing skill export | explicit_category_supplement | router_title_normalization,4
"1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione",Dmdm-hydantoin,,22947,WSDISUOETYTPRL-UHFFFAOYSA-N,C7H12N2O4,188.18,,confirmed_organic,cosmetic_raw_material,not_stated,,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Dmdm-hydantoin,https://www.behchinchemi.ir/en/our-products/cosmetic-materials,supplier_table,1
"1,3-diphenylpropane-1,3-dione",Dibenzoylmethane,,8433,NZZIMKJIVMHWJC-UHFFFAOYSA-N,C15H12O2,224.25,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"1,3-diphenylpropane-1,3-dione",https://t.me/minatajhiz/1023,existing skill export,2
"1,4-diazabicyclo[2.2.2]octane",Dabco,,9237,IMNIMPAHZVJRPE-UHFFFAOYSA-N,C6H12N2,112.17,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat | Telegram: IranChemicals,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"1,4-diazabicyclo[2.2.2]octane",https://t.me/ChemIranSanat/1865 | https://t.me/IranChemicals/31153,existing skill export,3
"1,4-dioxane","1,4-Dioxane",123-91-1,31275,RYHBNJHYFVUHQT-UHFFFAOYSA-N,C4H8O2,88.11,,confirmed_organic,organic_reagent,yes,dry | extra pure | hplc,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,41 دی اکسان extra pure نوترون | ... | 41 دیاکسان dry نوترون 2 | ... | 41 دیاکسان hplc نوترون | ...,,router_title_normalization,3
"1,6-diisocyanatohexane",Hexamethylene diisocyanate,822-06-0,13192,RRAMGCGOFNQTLD-UHFFFAOYSA-N,C8H12N2O2,168.19,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"1,6-diisocyanatohexane",https://t.me/minatajhiz/74,existing skill export,2
"1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea",Gliclazide,,3475,BOVGTQGAOIONJV-UHFFFAOYSA-N,C15H21N3O3S,323.4,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Gliclazide,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol,Carvedilol,,2585,OGHNVEJMJSYVRP-UHFFFAOYSA-N,C24H26N2O4,406.5,,confirmed_organic,pharmaceutical_or_api,yes,API/GMP,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,site states Iran-based supplier,public catalogue/product-page evidence; current stock not independently verified,supplier_catalogue_listed_not_current_stock_verified,Carvedilol,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,supplier_table,1
1-(bromomethyl)-2-phenylbenzene,1-(Bromomethyl)-2-phenylbenzene,,263365,SEXZHJJUKFXNDY-UHFFFAOYSA-N,C13H11Br,247.13,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,1-(bromomethyl)-2-phenylbenzene,https://t.me/ChemIranSanat/65,existing skill export,2
1-(chloromethyl)-4-ethenylbenzene,p-Vinylbenzyl chloride,,74126,ZRZHXNCATOYMJH-UHFFFAOYSA-N,C9H9Cl,152.62,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,1-(chloromethyl)-4-ethenylbenzene,https://t.me/minatajhiz/713,existing skill export,2
1-[chloro(ethoxy)phosphoryl]oxyethane,Diethyl chlorophosphate,,13139,LGTLXDJOAJDFLR-UHFFFAOYSA-N,C4H10ClO3P,172.55,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,1-[chloro(ethoxy)phosphoryl]oxyethane,https://t.me/ChemIranSanat/1923,existing skill export,2
1-bromobutane,Butyl bromide,,8002,MPPPKRYCTPRNTB-UHFFFAOYSA-N,C4H9Br,137.02,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,1-bromobutane,https://t.me/minatajhiz/1089,existing skill export,2
"1-bromopyrrolidine-2,5-dione",n-Bromosuccinimide,542-56-1,67184,PCLIMKBDDGJMGD-UHFFFAOYSA-N,C4H4BrNO2,177.98,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,n برومو سوکسیانیمید,https://tamadkala.com/product/55234/n-%D8%A8%D8%B1%D9%88%D9%85%D9%88-%D8%B3%D9%88%DA%A9%D8%B3%DB%8C%D8%A7%D9%86%DB%8C%D9%85%DB%8C%D8%AF,router_title_normalization,1
