卦象,命中总数,本卦理,本卦,之卦理,之卦,朱子占断,南师占断,朱子解读(AI),南师解读(AI),日常事务建议
666779,0,000111,否,111110,夬,以下爻为主：【之卦夬·四爻辞】九四：臀无肤，其行次且(zī jū，难行)，牵羊悔亡，闻言不信｜参【五爻辞】九五：苋(xiàn，菜)陆夬夬，中行无咎,取下静爻：【本卦否·四爻辞】九四：有命，无咎，畴(chóu，类)离祉,否变夬，四爻动，朱子断四爻变看之卦两不变之爻、以下爻九四为主。'臀无肤，其行次且，牵羊悔亡，闻言不信'——身伤步艰，能随人而进则悔亡，惜刚愎不听劝。占得此卦：当决断之际而自身受困、进退踉跄，宜柔顺随众、虚心纳言；参九五'苋陆夬夬，中行无咎'，更宜决之以中道，不偏不躁，则可无咎。,四爻动，南师叫你回看否卦下方那个静爻九四——'有命，无咎，畴离祉'。闭塞日子要转好的当口，这爻说：奉天命、顺时势去做事，就没毛病，连同你这一类人都跟着沾福。'畴离祉'就是一伙人一起得好处。提醒很实在：时来运转时别单打独斗，顺势而为、带着同道一起干，福气是大家分的，独食吃不长久。,工作：闭塞中欲突围宜谨慎，守正以防挫｜家庭：隔阂待解勿激化，忍让能化戾｜出行：前路阻滞不宜行，缓图方为妥｜财富：财路不畅防破耗，守成以待通｜交友：远小人明是非，慎交以防患｜学业：进境受阻宜坚守，切勿太急躁｜健康：气郁不畅须疏调，静养防急症｜诉讼：势阻宜守正，勿硬拼两俱伤
666786,0,000100,豫,111101,大有,以下爻为主：【之卦大有·四爻辞】九四：匪其彭(páng，盛)，无咎｜参【五爻辞】六五：厥(jué，其)孚交如，威如，吉,取下静爻：【本卦豫·四爻辞】九四：由豫，大有得，勿疑，朋盍(hé，合)簪(zān),豫变大有，四爻动，朱子断四爻变看之卦两不变之爻、以下爻九四为主。'匪其彭，无咎'——彭者盛大之貌，处大有而能不自满、不张其盛，故得无咎。占得此卦：当丰盛富有之时，最忌恃多逞盛、招摇过实；能敛抑其盛、谦冲自处，则无咎。参六五'厥孚交如威如，吉'，更宜以诚信待人、威而不猛，吉道在焉。,四爻动，南师叫你回看豫卦下方那个静爻九四——'由豫，大有得，勿疑，朋盍簪'。这一爻是全卦的主心骨，欢乐安逸都从它这儿来，所以收获大。'勿疑'两字最戳人：别犹豫、别多心。你这边一痛快、一肯信人，朋友就像簪子一插到位那样'唰'地聚拢来。提醒就是：做带头人要敢担当、肯交心，别犯嘀咕，人自然往你身边凑。,工作：渐入丰盛勿骄盈，谦和守中得吉利｜家庭：家道兴旺添喜气，谦让保和乐｜出行：出行顺遂有所得，勿张扬为宜｜财富：财丰有得须节制，勿过盛招损｜交友：良朋渐多重诚信，谦下以结交｜学业：进境渐丰勿自满，虚心方求进｜健康：气血渐旺勿过度，节养以固本｜诉讼：占理得势宜谦让，得理且饶人
666787,0,000101,晋,111101,大有,本卦为主：【本卦晋·卦辞】晋，康侯用锡马蕃庶，昼日三接｜参【之卦大有·卦辞】大有，元亨,取所动中爻：【本卦晋·二爻辞】六二：晋如，愁如，贞吉。受兹介福，于其王母,晋变大有，初二三皆动，朱子断三爻变以本卦卦辞为主、参之卦。'康侯用锡马蕃庶，昼日三接'——明君赏赐功臣车马成群，一日之内三次接见，是上进得宠、光明显达之象。占得此卦：身处晋升之时，宜以诚事上、勤勉建功，则恩遇重叠、前程亨通；再参之卦'大有，元亨'，所获丰盛，惟须守正方能久承其福。,三爻动，南师取所动中间那一爻——晋卦六二'晋如，愁如，贞吉'。往上走的时候，一边想进，一边又发愁，这是人之常情：升迁路上没有不忐忑的。可它后面接着说'受兹介福，于其王母'——只要你守得住正，连长辈、贵人都会送上大福。做人别怕一时的愁绪，路子走正了，愁着愁着好事就来了。,工作：光明上进得器重，奋发方能大有为｜家庭：家运昌隆添福气，齐心兴门庭｜出行：利往诸事皆顺遂，逢贵可得助｜财富：正财丰盛广进益，守正积福厚｜交友：贤达相助结良缘，以诚长相待｜学业：得师提携勤奋进，光明终有成｜健康：精神焕发气血旺，仍须勿过劳｜诉讼：占理得援可申张，秉正终得胜
666788,0,000100,豫,111100,大壮,本卦为主：【本卦豫·卦辞】豫，利建侯行师｜参【之卦大壮·卦辞】大壮，利贞,取所动中爻：【本卦豫·二爻辞】六二：介于石，不终日，贞吉,豫变大壮，初二三齐动，朱子断三爻变以本卦卦辞为主。'豫，利建侯行师'——和乐顺动之时，宜于分封诸侯、出师征伐，得众心而成大事。占得此卦：当顺势而动、众志可成，宜借势立功、整军经武；再参之卦'大壮，利贞'，势头虽盛，仍须守正，不可恃强妄进，则刚壮而无悔。,三爻动，南师看中间那爻——豫卦六二'介于石，不终日，贞吉'。'介于石'是说人硬得像块石头，有定力、有原则；'不终日'是见机极快，不用熬一整天就拿定主意。这一爻最难得：又有操守又反应灵敏。做人做事，心里要有块'石头'守住底线，手脚却要麻利，看准了就动，自然吉利。,工作：由乐转壮势渐盛，进取仍宜守正｜家庭：家道兴旺添和气，刚柔须相济｜出行：出行顺遂利前往，稳当勿急躁｜财富：财势渐盛有进益，守正切勿贪｜交友：良朋渐聚重情义，正道以相交｜学业：志气渐盛宜奋进，戒骄稳中升｜健康：精力渐旺防过刚，调和方为宜｜诉讼：占势渐强宜守正，得理且饶人
666789,0,000101,晋,111100,大壮,以下爻为主：【之卦大壮·四爻辞】九四：贞吉，悔亡。藩决不羸，壮于大舆之輹(fù，车轴)｜参【五爻辞】六五：丧羊于易，无悔,取下静爻：【本卦晋·四爻辞】九四：晋如鼫(shí，鼠)鼠，贞厉,晋变大壮，四爻俱动，朱子断四爻变看之卦两不变之爻、以下爻九四为主。'贞吉，悔亡。藩决不羸，壮于大舆之輹'——守正则吉、悔恨消亡，藩篱已被冲开而羊角不再受困，强壮如大车的车轴坚实有力。占得此卦：当障碍尽去、力量正盛时，宜守正而进，则势如破竹、行而无碍。,四爻动，南师回看本卦晋下面那个没动的静爻九四——'晋如鼫鼠，贞厉'。鼫鼠是种贪心又胆小的大老鼠，样样想要、样样不精，还怕见光。这是讽刺那种身居其位却德不配位、贪位慕禄的人。提醒你：往上爬的时候别学这种'五技鼠'，占着位子又心虚，再硬守下去也是危险，得有真本事才稳。,工作：上进得势阻碍消，奋进方能大有为｜家庭：家运昌盛添喜气，齐心可兴业｜出行：利往前路无阻碍，顺遂必有得｜财富：正财丰进障碍除，守正可广纳｜交友：贤达相助力量增，以诚长相聚｜学业：奋发突破得师助，光明能精进｜健康：气血充盈防过盛，调养须有度｜诉讼：占理得势能申张，秉正终得胜
666796,0,000110,萃,111101,大有,【之卦大有·四爻辞】九四：匪其彭(páng，盛)，无咎,取静爻：【本卦萃·四爻辞】九四：大吉，无咎,萃变大有，五爻皆动，朱子断五爻变独看之卦那个不变之爻九四。'匪其彭，无咎'——不去张扬自己的盛满，便没有灾咎。'彭'是盛大喧腾之貌，当大有丰盛之际，最忌骄盈外露。占得此卦：身处富足显赫之时，宜敛抑收敛、不夸不矜，去其盈满之气，则可保无咎、长守其有。,五爻动，南师看本卦萃里那个没动的静爻九四——'大吉，无咎'。爻辞短得很，就四个字，可分量足。萃是聚合，九四这位置上能聚得人、聚得财。南师常提醒：'大吉'后面紧跟'无咎'，是说你得做到大大的好、毫无私心偏差，才配得上这个吉。聚人聚财时摆正位置、不揽不贪，好事才坐得稳。,工作：人聚成势渐丰盛，谦和守中方得利｜家庭：亲朋汇聚添福气，谦让保和睦｜出行：结伴同行有所得，勿张扬为宜｜财富：财源汇聚渐丰盈，节制勿过盛｜交友：良朋云集重诚信，谦下以相交｜学业：群力共进境渐丰，虚心勿自满｜健康：气血渐旺聚养，切勿太过度｜诉讼：得众助占上风，谦让能得理
666797,0,000111,否,111101,大有,以下爻为主：【之卦大有·四爻辞】九四：匪其彭(páng，盛)，无咎｜参【上爻辞】上九：自天佑之，吉无不利,取下静爻：【本卦否·四爻辞】九四：有命，无咎，畴(chóu，类)离祉,否变大有，四爻俱动，朱子断四爻变看之卦两不变之爻、以下爻九四为主。'匪其彭，无咎'——不炫耀自己的盛大，便无灾咎。当由闭塞转为大有之时，最忌得意忘形、盈满外露。占得此卦：宜抑其盈满、谦退自守，则免咎；再参上九'自天佑之，吉无不利'，能守谦顺天者，自获天助，无所不利。,四爻动，南师回看本卦否下面那个没动的静爻九四——'有命，无咎，畴离祉'。'有命'是上头有了任命、时机来了；'畴离祉'是连同一伙人都跟着沾福。否是闭塞不通的坏时候，可坏到极点要转好，关键就在'有命'——得有名分、合时机才动。提醒你：时运没到别硬闯，一旦正式得了授权，才能带着一帮人一起得好处。,工作：由塞转盛终得吉，守正待通方有为｜家庭：隔阂渐解添喜气，和顺兴门庭｜出行：先阻后顺终利往，耐心以待时｜财富：财路由塞转丰盈，守正终有得｜交友：远小人得贤助，诚心结良缘｜学业：困顿转通境渐丰，坚守终有成｜健康：郁结渐解气血和，静养以待复｜诉讼：势由不利转有援，守正终得直
666798,0,000110,萃,111100,大壮,以下爻为主：【之卦大壮·四爻辞】九四：贞吉，悔亡。藩决不羸，壮于大舆之輹(fù，车轴)｜参【上爻辞】上六：羝羊触藩，不能退，不能遂，无攸利，艰则吉,取下静爻：【本卦萃·四爻辞】九四：大吉，无咎,萃变大壮，四爻俱动，朱子断四爻变看之卦两不变之爻、以下爻九四为主。'贞吉，悔亡。藩决不羸，壮于大舆之輹'——守正则吉、悔亡，藩篱冲开、羊角不困，强健如车轴稳实。占得此卦：聚力既成、其势正壮，宜守正而行则障碍尽除；再参上六'羝羊触藩，艰则吉'，戒以莽撞顶冲，知难而慎处之，终能转吉。,四爻动，南师回看本卦萃里那个没动的静爻九四——'大吉，无咎'。就四个字，却要人掂量。九四在萃卦能聚拢人心、财货，看着风光。南师的意思是：这'大吉'不是白来的，得做到光明正大、一点私心都没有，才配得上后面那句'无咎'。聚人办事时，位置摆正、不偏不贪，这份大吉才稳当。,工作：聚力突破得大吉，趁势进取莫迟疑｜家庭：齐心聚合家道兴，同心力更强｜出行：结伴而行诸事顺，可远可进｜财富：聚财有道渐壮大，正当广纳｜交友：广结同道成合力，抱团则旺｜学业：合力攻坚势头猛，一鼓作气｜健康：气血渐盛精力足，防用力过猛｜诉讼：得众助占上风，理直气壮可争
666799,0,000111,否,111100,大壮,【之卦大壮·四爻辞】九四：贞吉，悔亡。藩决不羸，壮于大舆之輹(fù，车轴),取静爻：【本卦否·四爻辞】九四：有命，无咎，畴(chóu，类)离祉,否变大壮，五爻皆动，朱子断五爻变独看之卦那个不变之爻九四。'贞吉，悔亡。藩决不羸，壮于大舆之輹'——守正吉而悔亡，藩篱已破、羊角不再受困，强壮如大车之轴坚牢。占得此卦：当闭塞已通、力量转盛之际，宜持正前行，则阻隔尽去、行无窒碍，刚健而能久。,五爻动，南师看本卦否里那个没动的静爻九四——'有命，无咎，畴离祉'。否是堵得慌的坏运，要翻身就看这个'有命'：得等上头一声令下、名分到手才动。'畴离祉'是说连带一帮同道都跟着得好处。南师常讲，倒霉时别急着乱蹦，时机和授权没到就忍着，一旦真受了命，才能拉着大伙一块儿沾光。,工作：闭局渐通有转机，奉命守正待时｜家庭：僵局待化莫强求，顺势自转和｜出行：暂不宜急行，待通再动稳妥｜财富：财路初开慎经营，守正积渐通｜交友：疏远转亲需时日，诚待勿急｜学业：瓶颈将破莫气馁，坚持见曙光｜健康：郁滞渐解宜调养，静待气顺｜诉讼：僵持待转勿激化，守正终无咎
666866,0,000000,坤,111011,小畜,【之卦小畜·四爻辞】六四：有孚，血(xuè，忧)去惕出，无咎,取静爻：【本卦坤·四爻辞】六四：括囊，无咎无誉(括：扎紧；囊：口袋),坤变小畜，五爻皆动，朱子断五爻变独看之卦那个不变之爻六四。'有孚，血去惕出，无咎'——心存诚信，忧患消除、惊惧得脱，便无灾咎。'血'通恤为忧，当小有蓄止之时，唯诚可以解危。占得此卦：处忧惧之境，宜以一片至诚待人处事，则险患自去、惊惧自释，终归无咎。,五爻动，南师看本卦坤里那个没动的静爻六四——'括囊，无咎无誉'。括囊就是把口袋扎紧。这一爻讲的是收口、闭嘴的功夫：时局不明朗的时候，该藏的藏、该闭口就闭口，既不出错也不图表扬。南师常说这是乱世里的保身之道，谨言慎行、不出风头，'无誉'听着平淡，'无咎'却是真本事。,工作：收敛慎言守本分，小步积累勿张扬｜家庭：低调持家防口舌，和顺为上｜出行：不宜远行，就近稳妥少变数｜财富：小有积蓄须节俭，守成勿冒进｜交友：慎言慎交防是非，藏拙为安｜学业：埋头沉潜勤积累，忌张扬躁进｜健康：静养收敛防外扰，调息为宜｜诉讼：缄口忍让避争端，守静无咎
